2019-08-11 16:18:54,988	INFO	main	<module>	Line:11	app started
2019-08-11 16:18:54,995	WARNING	_internal	_log	Line:122	 * Debugger is active!
2019-08-11 16:18:54,995	INFO	_internal	_log	Line:122	 * Debugger PIN: 163-876-169
2019-08-11 16:19:12,987	INFO	_internal	_log	Line:122	127.0.0.1 - - [11/Aug/2019 16:19:12] "OPTIONS /arrangement/ HTTP/1.1" 200 -
2019-08-11 16:19:13,013	INFO	_internal	_log	Line:122	127.0.0.1 - - [11/Aug/2019 16:19:13] "POST /arrangement/ HTTP/1.1" 200 -
2019-08-11 16:19:13,174	INFO	_internal	_log	Line:122	127.0.0.1 - - [11/Aug/2019 16:19:13] "GET /courseplan/details/arrangement/ HTTP/1.1" 200 -
2019-08-11 16:19:26,165	INFO	_internal	_log	Line:122	127.0.0.1 - - [11/Aug/2019 16:19:26] "OPTIONS /arrangement/ HTTP/1.1" 200 -
2019-08-11 16:19:26,473	INFO	_internal	_log	Line:122	127.0.0.1 - - [11/Aug/2019 16:19:26] "POST /arrangement/ HTTP/1.1" 200 -
2019-08-11 16:19:26,665	INFO	_internal	_log	Line:122	127.0.0.1 - - [11/Aug/2019 16:19:26] "GET /courseplan/details/arrangement/ HTTP/1.1" 200 -
2019-08-11 16:19:34,049	INFO	_internal	_log	Line:122	127.0.0.1 - - [11/Aug/2019 16:19:34] "GET /arrangement/remove/21/45 HTTP/1.1" 200 -
2019-08-11 16:19:54,291	INFO	_internal	_log	Line:122	127.0.0.1 - - [11/Aug/2019 16:19:54] "GET /class/details/ HTTP/1.1" 200 -
2019-08-11 16:19:54,296	INFO	_internal	_log	Line:122	127.0.0.1 - - [11/Aug/2019 16:19:54] "GET /teacher/ HTTP/1.1" 200 -
2019-08-11 16:19:54,301	INFO	_internal	_log	Line:122	127.0.0.1 - - [11/Aug/2019 16:19:54] "GET /course/ HTTP/1.1" 200 -
2019-08-11 16:19:54,357	INFO	_internal	_log	Line:122	127.0.0.1 - - [11/Aug/2019 16:19:54] "GET /courseplan/details/ HTTP/1.1" 200 -
2019-08-11 16:19:56,302	INFO	_internal	_log	Line:122	127.0.0.1 - - [11/Aug/2019 16:19:56] "GET /class/details/ HTTP/1.1" 200 -
2019-08-11 16:19:56,306	INFO	_internal	_log	Line:122	127.0.0.1 - - [11/Aug/2019 16:19:56] "GET /classroom/ HTTP/1.1" 200 -
2019-08-11 16:19:56,308	INFO	_internal	_log	Line:122	127.0.0.1 - - [11/Aug/2019 16:19:56] "GET /teacher/ HTTP/1.1" 200 -
2019-08-11 16:19:56,473	INFO	_internal	_log	Line:122	127.0.0.1 - - [11/Aug/2019 16:19:56] "GET /courseplan/details/arrangement/ HTTP/1.1" 200 -
2019-08-11 16:20:18,827	INFO	_internal	_log	Line:122	 * Detected change in '/home/long/newdevelopment/classarrangement/services/daos/arrangementDAO.py', reloading
