2019-07-28 01:00:09,179	INFO	main	<module>	Line:11	app started
2019-07-28 01:00:09,184	WARNING	_internal	_log	Line:88	 * Debugger is active!
2019-07-28 01:00:09,187	INFO	_internal	_log	Line:88	 * Debugger PIN: 196-109-082
2019-07-28 01:00:10,623	INFO	_internal	_log	Line:88	127.0.0.1 - - [28/Jul/2019 01:00:10] "GET /teacher/ HTTP/1.1" 200 -
2019-07-28 01:00:13,093	INFO	_internal	_log	Line:88	127.0.0.1 - - [28/Jul/2019 01:00:13] "GET /teacher/61 HTTP/1.1" 200 -
2019-07-28 01:00:15,053	INFO	_internal	_log	Line:88	127.0.0.1 - - [28/Jul/2019 01:00:15] "OPTIONS /teacher/update/61 HTTP/1.1" 200 -
2019-07-28 01:00:15,118	INFO	_internal	_log	Line:88	127.0.0.1 - - [28/Jul/2019 01:00:15] "POST /teacher/update/61 HTTP/1.1" 200 -
2019-07-28 01:00:15,126	INFO	_internal	_log	Line:88	127.0.0.1 - - [28/Jul/2019 01:00:15] "GET /teacher/ HTTP/1.1" 200 -
2019-07-28 01:00:16,625	INFO	_internal	_log	Line:88	127.0.0.1 - - [28/Jul/2019 01:00:16] "GET /teacher/61 HTTP/1.1" 200 -
2019-07-28 01:00:18,743	INFO	_internal	_log	Line:88	127.0.0.1 - - [28/Jul/2019 01:00:18] "POST /teacher/update/61 HTTP/1.1" 200 -
2019-07-28 01:00:18,750	INFO	_internal	_log	Line:88	127.0.0.1 - - [28/Jul/2019 01:00:18] "GET /teacher/ HTTP/1.1" 200 -
2019-07-28 01:00:20,258	INFO	_internal	_log	Line:88	127.0.0.1 - - [28/Jul/2019 01:00:20] "GET /classroom/ HTTP/1.1" 200 -
2019-07-28 01:00:20,260	INFO	_internal	_log	Line:88	127.0.0.1 - - [28/Jul/2019 01:00:20] "GET /teacher/ HTTP/1.1" 200 -
2019-07-28 01:00:20,262	INFO	_internal	_log	Line:88	127.0.0.1 - - [28/Jul/2019 01:00:20] "GET /class/details/ HTTP/1.1" 200 -
2019-07-28 01:00:21,296	INFO	_internal	_log	Line:88	127.0.0.1 - - [28/Jul/2019 01:00:21] "GET /class/ HTTP/1.1" 200 -
2019-07-28 01:00:21,296	INFO	_internal	_log	Line:88	127.0.0.1 - - [28/Jul/2019 01:00:21] "GET /course/details/ HTTP/1.1" 200 -
2019-07-28 01:01:44,072	INFO	_internal	_log	Line:88	127.0.0.1 - - [28/Jul/2019 01:01:44] "GET /classroom/ HTTP/1.1" 200 -
2019-07-28 01:01:44,074	INFO	_internal	_log	Line:88	127.0.0.1 - - [28/Jul/2019 01:01:44] "GET /class/details/ HTTP/1.1" 200 -
2019-07-28 01:01:44,075	INFO	_internal	_log	Line:88	127.0.0.1 - - [28/Jul/2019 01:01:44] "GET /teacher/ HTTP/1.1" 200 -
2019-07-28 01:01:44,824	INFO	_internal	_log	Line:88	127.0.0.1 - - [28/Jul/2019 01:01:44] "GET /course/details/ HTTP/1.1" 200 -
2019-07-28 01:01:44,825	INFO	_internal	_log	Line:88	127.0.0.1 - - [28/Jul/2019 01:01:44] "GET /class/ HTTP/1.1" 200 -
2019-07-28 01:01:45,965	INFO	_internal	_log	Line:88	127.0.0.1 - - [28/Jul/2019 01:01:45] "GET /teacher/ HTTP/1.1" 200 -
2019-07-28 01:01:45,966	INFO	_internal	_log	Line:88	127.0.0.1 - - [28/Jul/2019 01:01:45] "GET /classroom/ HTTP/1.1" 200 -
2019-07-28 01:01:45,967	INFO	_internal	_log	Line:88	127.0.0.1 - - [28/Jul/2019 01:01:45] "GET /class/details/ HTTP/1.1" 200 -
2019-07-28 01:01:46,518	INFO	_internal	_log	Line:88	127.0.0.1 - - [28/Jul/2019 01:01:46] "GET /teacher/ HTTP/1.1" 200 -
2019-07-28 01:01:46,896	INFO	_internal	_log	Line:88	127.0.0.1 - - [28/Jul/2019 01:01:46] "GET /classroom/ HTTP/1.1" 200 -
2019-07-28 01:01:47,287	INFO	_internal	_log	Line:88	127.0.0.1 - - [28/Jul/2019 01:01:47] "GET /teacher/ HTTP/1.1" 200 -
2019-07-28 01:01:47,853	INFO	_internal	_log	Line:88	127.0.0.1 - - [28/Jul/2019 01:01:47] "GET /classroom/ HTTP/1.1" 200 -
2019-07-28 01:01:48,886	INFO	_internal	_log	Line:88	127.0.0.1 - - [28/Jul/2019 01:01:48] "GET /teacher/ HTTP/1.1" 200 -
2019-07-28 01:15:46,022	INFO	_internal	_log	Line:88	127.0.0.1 - - [28/Jul/2019 01:15:46] "GET /classroom/ HTTP/1.1" 200 -
2019-07-28 01:15:46,023	INFO	_internal	_log	Line:88	127.0.0.1 - - [28/Jul/2019 01:15:46] "GET /class/details/ HTTP/1.1" 200 -
2019-07-28 01:15:46,025	INFO	_internal	_log	Line:88	127.0.0.1 - - [28/Jul/2019 01:15:46] "GET /teacher/ HTTP/1.1" 200 -
