2019-08-10 22:17:51,617	INFO	main	<module>	Line:11	app started
2019-08-10 22:17:51,623	WARNING	_internal	_log	Line:122	 * Debugger is active!
2019-08-10 22:17:51,624	INFO	_internal	_log	Line:122	 * Debugger PIN: 163-876-169
2019-08-10 22:18:46,220	INFO	_internal	_log	Line:122	127.0.0.1 - - [10/Aug/2019 22:18:46] "GET /classroom/ HTTP/1.1" 200 -
2019-08-10 22:18:46,222	INFO	_internal	_log	Line:122	127.0.0.1 - - [10/Aug/2019 22:18:46] "GET /class/details/ HTTP/1.1" 200 -
2019-08-10 22:18:46,227	INFO	_internal	_log	Line:122	127.0.0.1 - - [10/Aug/2019 22:18:46] "GET /teacher/ HTTP/1.1" 200 -
2019-08-10 22:18:46,289	INFO	_internal	_log	Line:122	127.0.0.1 - - [10/Aug/2019 22:18:46] "GET /courseplan/details/arrangement/ HTTP/1.1" 200 -
2019-08-10 22:18:54,325	INFO	_internal	_log	Line:122	127.0.0.1 - - [10/Aug/2019 22:18:54] "GET /classroom/ HTTP/1.1" 200 -
2019-08-10 22:18:54,326	INFO	_internal	_log	Line:122	127.0.0.1 - - [10/Aug/2019 22:18:54] "GET /class/details/ HTTP/1.1" 200 -
2019-08-10 22:18:54,329	INFO	_internal	_log	Line:122	127.0.0.1 - - [10/Aug/2019 22:18:54] "GET /teacher/ HTTP/1.1" 200 -
2019-08-10 22:18:54,389	INFO	_internal	_log	Line:122	127.0.0.1 - - [10/Aug/2019 22:18:54] "GET /courseplan/details/arrangement/ HTTP/1.1" 200 -
2019-08-10 22:19:12,291	INFO	_internal	_log	Line:122	127.0.0.1 - - [10/Aug/2019 22:19:12] "GET /class/details/ HTTP/1.1" 200 -
2019-08-10 22:19:12,293	INFO	_internal	_log	Line:122	127.0.0.1 - - [10/Aug/2019 22:19:12] "GET /classroom/ HTTP/1.1" 200 -
2019-08-10 22:19:12,297	INFO	_internal	_log	Line:122	127.0.0.1 - - [10/Aug/2019 22:19:12] "GET /teacher/ HTTP/1.1" 200 -
2019-08-10 22:19:12,347	INFO	_internal	_log	Line:122	127.0.0.1 - - [10/Aug/2019 22:19:12] "GET /courseplan/details/arrangement/ HTTP/1.1" 200 -
2019-08-10 22:19:20,700	INFO	_internal	_log	Line:122	 * Detected change in '/home/long/newdevelopment/classarrangement/services/daos/courseplanDAO.py', reloading
