2019-07-28 22:48:02,020	INFO	main	<module>	Line:11	app started
2019-07-28 22:48:02,025	INFO	_internal	_log	Line:88	 * Running on http://127.0.0.1:9001/ (Press CTRL+C to quit)
2019-07-28 22:48:02,025	INFO	_internal	_log	Line:88	 * Restarting with stat
2019-07-28 22:48:35,518	INFO	_internal	_log	Line:88	 * Restarting with stat
2019-07-28 22:58:26,041	INFO	_internal	_log	Line:88	 * Restarting with stat
2019-07-28 22:58:28,371	INFO	_internal	_log	Line:88	 * Restarting with stat
2019-07-28 23:04:06,575	INFO	_internal	_log	Line:88	 * Restarting with stat
2019-07-28 23:04:07,919	INFO	_internal	_log	Line:88	 * Restarting with stat
2019-07-28 23:04:09,245	INFO	_internal	_log	Line:88	 * Restarting with stat
2019-07-28 23:04:16,603	INFO	_internal	_log	Line:88	 * Restarting with stat
2019-07-28 23:04:17,938	INFO	_internal	_log	Line:88	 * Restarting with stat
