2019-07-28 22:48:35,785	INFO	main	<module>	Line:11	app started
2019-07-28 22:48:35,790	WARNING	_internal	_log	Line:88	 * Debugger is active!
2019-07-28 22:48:35,794	INFO	_internal	_log	Line:88	 * Debugger PIN: 136-343-819
2019-07-28 22:48:47,872	INFO	_internal	_log	Line:88	127.0.0.1 - - [28/Jul/2019 22:48:47] "GET /class/ HTTP/1.1" 200 -
2019-07-28 22:48:47,876	INFO	_internal	_log	Line:88	127.0.0.1 - - [28/Jul/2019 22:48:47] "GET /course/details/ HTTP/1.1" 200 -
2019-07-28 22:49:01,875	INFO	_internal	_log	Line:88	127.0.0.1 - - [28/Jul/2019 22:49:01] "OPTIONS /course/ HTTP/1.1" 200 -
2019-07-28 22:49:02,005	INFO	_internal	_log	Line:88	127.0.0.1 - - [28/Jul/2019 22:49:02] "POST /course/ HTTP/1.1" 200 -
2019-07-28 22:49:02,031	INFO	_internal	_log	Line:88	127.0.0.1 - - [28/Jul/2019 22:49:02] "GET /course/details/ HTTP/1.1" 200 -
2019-07-28 22:49:16,170	INFO	_internal	_log	Line:88	127.0.0.1 - - [28/Jul/2019 22:49:16] "OPTIONS /course/ HTTP/1.1" 200 -
2019-07-28 22:49:16,231	INFO	_internal	_log	Line:88	127.0.0.1 - - [28/Jul/2019 22:49:16] "POST /course/ HTTP/1.1" 200 -
2019-07-28 22:49:16,253	INFO	_internal	_log	Line:88	127.0.0.1 - - [28/Jul/2019 22:49:16] "GET /course/details/ HTTP/1.1" 200 -
2019-07-28 22:49:35,632	INFO	_internal	_log	Line:88	127.0.0.1 - - [28/Jul/2019 22:49:35] "OPTIONS /course/ HTTP/1.1" 200 -
2019-07-28 22:49:35,682	INFO	_internal	_log	Line:88	127.0.0.1 - - [28/Jul/2019 22:49:35] "POST /course/ HTTP/1.1" 200 -
2019-07-28 22:49:35,705	INFO	_internal	_log	Line:88	127.0.0.1 - - [28/Jul/2019 22:49:35] "GET /course/details/ HTTP/1.1" 200 -
2019-07-28 22:50:14,481	INFO	_internal	_log	Line:88	127.0.0.1 - - [28/Jul/2019 22:50:14] "GET /course/details/ HTTP/1.1" 200 -
2019-07-28 22:50:14,482	INFO	_internal	_log	Line:88	127.0.0.1 - - [28/Jul/2019 22:50:14] "GET /class/ HTTP/1.1" 200 -
2019-07-28 22:50:18,004	INFO	_internal	_log	Line:88	127.0.0.1 - - [28/Jul/2019 22:50:18] "GET /class/ HTTP/1.1" 200 -
2019-07-28 22:50:18,007	INFO	_internal	_log	Line:88	127.0.0.1 - - [28/Jul/2019 22:50:18] "GET /course/details/ HTTP/1.1" 200 -
2019-07-28 22:50:37,105	INFO	_internal	_log	Line:88	127.0.0.1 - - [28/Jul/2019 22:50:37] "GET /teacher/ HTTP/1.1" 200 -
