2019-08-11 16:21:18,930	INFO	main	<module>	Line:11	app started
2019-08-11 16:21:18,938	WARNING	_internal	_log	Line:122	 * Debugger is active!
2019-08-11 16:21:18,938	INFO	_internal	_log	Line:122	 * Debugger PIN: 163-876-169
2019-08-11 16:22:04,396	INFO	_internal	_log	Line:122	127.0.0.1 - - [11/Aug/2019 16:22:04] "GET /classroom/ HTTP/1.1" 200 -
2019-08-11 16:22:04,398	INFO	_internal	_log	Line:122	127.0.0.1 - - [11/Aug/2019 16:22:04] "GET /class/details/ HTTP/1.1" 200 -
2019-08-11 16:22:04,401	INFO	_internal	_log	Line:122	127.0.0.1 - - [11/Aug/2019 16:22:04] "GET /teacher/ HTTP/1.1" 200 -
2019-08-11 16:22:04,561	INFO	_internal	_log	Line:122	127.0.0.1 - - [11/Aug/2019 16:22:04] "GET /courseplan/details/arrangement/ HTTP/1.1" 200 -
2019-08-11 16:22:23,981	INFO	_internal	_log	Line:122	127.0.0.1 - - [11/Aug/2019 16:22:23] "GET /classroom/ HTTP/1.1" 200 -
2019-08-11 16:22:23,985	INFO	_internal	_log	Line:122	127.0.0.1 - - [11/Aug/2019 16:22:23] "GET /teacher/ HTTP/1.1" 200 -
2019-08-11 16:22:23,986	INFO	_internal	_log	Line:122	127.0.0.1 - - [11/Aug/2019 16:22:23] "GET /class/details/ HTTP/1.1" 200 -
2019-08-11 16:22:24,146	INFO	_internal	_log	Line:122	127.0.0.1 - - [11/Aug/2019 16:22:24] "GET /courseplan/details/arrangement/ HTTP/1.1" 200 -
2019-08-11 16:22:28,114	INFO	_internal	_log	Line:122	127.0.0.1 - - [11/Aug/2019 16:22:28] "GET /arrangement/remove/22/49 HTTP/1.1" 200 -
2019-08-11 16:22:28,308	INFO	_internal	_log	Line:122	127.0.0.1 - - [11/Aug/2019 16:22:28] "GET /courseplan/details/arrangement/ HTTP/1.1" 200 -
2019-08-11 16:23:06,627	INFO	_internal	_log	Line:122	127.0.0.1 - - [11/Aug/2019 16:23:06] "GET /class/details/ HTTP/1.1" 200 -
2019-08-11 16:23:06,637	INFO	_internal	_log	Line:122	127.0.0.1 - - [11/Aug/2019 16:23:06] "GET /teacher/ HTTP/1.1" 200 -
2019-08-11 16:23:06,639	INFO	_internal	_log	Line:122	127.0.0.1 - - [11/Aug/2019 16:23:06] "GET /classroom/ HTTP/1.1" 200 -
2019-08-11 16:23:06,828	INFO	_internal	_log	Line:122	127.0.0.1 - - [11/Aug/2019 16:23:06] "GET /courseplan/details/arrangement/ HTTP/1.1" 200 -
2019-08-11 16:23:43,556	INFO	_internal	_log	Line:122	127.0.0.1 - - [11/Aug/2019 16:23:43] "OPTIONS /arrangement/ HTTP/1.1" 200 -
2019-08-11 16:23:43,727	INFO	_internal	_log	Line:122	127.0.0.1 - - [11/Aug/2019 16:23:43] "POST /arrangement/ HTTP/1.1" 200 -
2019-08-11 16:23:43,919	INFO	_internal	_log	Line:122	127.0.0.1 - - [11/Aug/2019 16:23:43] "GET /courseplan/details/arrangement/ HTTP/1.1" 200 -
2019-08-11 16:23:51,204	INFO	_internal	_log	Line:122	127.0.0.1 - - [11/Aug/2019 16:23:51] "GET /arrangement/remove/22/49 HTTP/1.1" 200 -
2019-08-11 16:23:51,371	INFO	_internal	_log	Line:122	127.0.0.1 - - [11/Aug/2019 16:23:51] "GET /courseplan/details/arrangement/ HTTP/1.1" 200 -
