2019-07-27 00:03:40,463	INFO	main	<module>	Line:11	app started
2019-07-27 00:03:40,467	WARNING	_internal	_log	Line:88	 * Debugger is active!
2019-07-27 00:03:40,471	INFO	_internal	_log	Line:88	 * Debugger PIN: 218-692-692
2019-07-27 00:03:41,156	INFO	_internal	_log	Line:88	127.0.0.1 - - [27/Jul/2019 00:03:41] "OPTIONS /course/ HTTP/1.1" 200 -
2019-07-27 00:03:41,162	INFO	_internal	_log	Line:88	127.0.0.1 - - [27/Jul/2019 00:03:41] "POST /course/ HTTP/1.1" 200 -
2019-07-27 00:03:41,172	INFO	_internal	_log	Line:88	127.0.0.1 - - [27/Jul/2019 00:03:41] "GET /course/details/ HTTP/1.1" 200 -
2019-07-27 00:04:27,664	INFO	_internal	_log	Line:88	127.0.0.1 - - [27/Jul/2019 00:04:27] "OPTIONS /course/ HTTP/1.1" 200 -
2019-07-27 00:04:27,668	INFO	_internal	_log	Line:88	127.0.0.1 - - [27/Jul/2019 00:04:27] "POST /course/ HTTP/1.1" 200 -
2019-07-27 00:04:27,677	INFO	_internal	_log	Line:88	127.0.0.1 - - [27/Jul/2019 00:04:27] "GET /course/details/ HTTP/1.1" 200 -
2019-07-27 00:04:37,648	INFO	_internal	_log	Line:88	127.0.0.1 - - [27/Jul/2019 00:04:37] "OPTIONS /course/ HTTP/1.1" 200 -
2019-07-27 00:04:37,652	INFO	_internal	_log	Line:88	127.0.0.1 - - [27/Jul/2019 00:04:37] "POST /course/ HTTP/1.1" 200 -
2019-07-27 00:04:37,661	INFO	_internal	_log	Line:88	127.0.0.1 - - [27/Jul/2019 00:04:37] "GET /course/details/ HTTP/1.1" 200 -
2019-07-27 00:05:07,939	INFO	_internal	_log	Line:88	 * Detected change in '/home/long/development/classarrangement/services/dbmodels/courseDBModel.py', reloading
